itemid,title,image_path,Colour_group,Brand,Benefits,Product_texture,Skin_type,lang,numbers,nouns,ocr_result
529946303,the balm bahama mama,beauty_image/1e64de6dc60d99701293f2dc49dccb95.jpg,,127.0,,0.0,,so,unk,unk,we rump vumypg
532141259,pot cream 12 5gr hijau stabillo tutup transparan ijo 5 gr,beauty_image/5d6de12e5d646f4d37fa0d8c2de1bc55.jpg,,,7.0,8.0,,hr,12.0/dimensionless 5.0/dimensionless 5.0/dimensionless,pot cream hijau stabillo tutup,
533031844,bedak tabur marcks,beauty_image/025fb5efbdc68fa2eca5b7798db8ab6c.jpg,,165.0,,6.0,,id,unk,unk,
541016404,innisfree green tea seed serum 80ml termurah,beauty_image/efc593b605b9bcf2d24787c21c976d7f.jpg,,205.0,7.0,,,af,80.0/cubic centimetre,tea seed,
547342399,maybelline bb cushion no 03 natural,beauty_image/1390d608dc663674f7ab8b7dd3a5c573.jpg,1.0,282.0,,7.0,,it,3.0/dimensionless,maybelline bb cushion,
551759702,maybelline super bb cushion fresh matte terbukti,beauty_image/d5f53cc92bd9b92f2a641c1a3f71ff4a.jpg,,282.0,,7.0,,en,unk,maybelline super bb cushion,
555247614,take all 2 pcs etude house cushion,beauty_image/252f2e7fb6d407731007fe628fd0651d.jpg,,73.0,,7.0,,en,2.0/dimensionless,unk,
562360974,restock nyx hydra touch powder foundation,beauty_image/9687a4df554e9c0118f545f02d2d7bf5.jpg,1.0,157.0,11.0,6.0,0.0,en,unk,unk,
567566719,revlon trebly 5 in 1 bedak isi powder+foundation 4 padat+1 basah,beauty_image/717b5bbdcd544357850c46ba6d55a980.jpg,,47.0,,6.0,,en,5.0/dimensionless 1.0/dimensionless 4.0/dimensionless,bedak isi powder+foundation,
570007428,benefit fakeup hydrating undereye concealer0 02 medium travel size,beauty_image/cf08d6df005c8b47890246fb96dca568.jpg,2.0,237.0,,,4.0,da,2.0/dimensionless,benefit fakeup,n2 medium
570912364,elf hydrating face primer,beauty_image/a840d1bc0aa68dc24c0f159c3657c708.jpg,2.0,,24.0,,7.0,en,unk,unk,
571138700,bless acne face powder refill ivory 25gr,beauty_image/adb94a891fad2842ab2643da72d16efa.jpg,,,,6.0,5.0,en,25.0/dimensionless,face powder refill ivory,ivory bless acne face powder seru coren blenites mid fon ms
571270131,laneige time freeze intensive cream 10mlx3pcs 30ml,beauty_image/5c1fc74e1c0cbe4a36241d334f9ce225.jpg,,375.0,,8.0,7.0,en,10.0/dimensionless 30.0/cubic centimetre,time freeze,ukuran reguler 50ml
573847207,make over translucent powder,beauty_image/f42d473e60efa0c3b1ac63fecc4b5d3f.jpg,,146.0,,6.0,,da,unk,unk,
574537569,mineral compact powder emina,beauty_image/7d38420c43ae8f8ef5aa9bd254f007af.jpg,,48.0,,6.0,1.0,es,unk,unk,
580403206,the face shop cushion blusher,beauty_image/446db2e92520b15b07b6232467ad6760.jpg,,284.0,,7.0,,en,unk,unk,
589897208,immortal loose baked powder chrystal natural dan vivid ivory,beauty_image/6be3fd1f6cbcae9cc63e58e03f0e37c0.jpg,1.0,,,6.0,,en,unk,baked powder,
595829048,viva liquid foundation,beauty_image/097839171d5cb35c9255a5195af9c6c3.jpg,1.0,43.0,27.0,2.0,,ca,unk,unk,
598143475,wardah white secret pure treatment essence,beauty_image/56f02164b6aab235b55217aadf3e9f1a.jpg,,77.0,22.0,,,en,unk,unk,ii
600896336,the balm set,beauty_image/0ac4654377b648531c6e294e78cb6a2c.jpg,,127.0,,0.0,,en,unk,unk,the balm cosmetics
604957063,the face shop bb power perfection cushion,beauty_image/b69f87404ebb3c76aaedfb57d2d66279.jpg,,284.0,,7.0,,en,unk,unk,bb 7m spf5o pa yal nfo am peo hehe grssor mye lp
608047655,promo masami shouko 10 large angled contour brush pink,beauty_image/18dba923a16f87ee151bc0205f561609.jpg,1.0,121.0,37.0,,,en,10.0/dimensionless,promo masami,eevee cr cetus
611759642,focallure pressed powder,beauty_image/798cf45472258fdd68b897f6ab38e40b.jpg,,321.0,,6.0,6.0,en,unk,unk,
620445365,discount laneige bb cushion whitening spf 50 pa refill banting harga,beauty_image/e357035fbf501245bf4adfa227a330de.jpg,6.0,375.0,11.0,7.0,,en,50.0/pascal,discount laneige bb cushion,creating perfect skin that is incomparably bright and moist new laneige bb cushion whitening se soe me m create ultimately radiant and bright skin with the dual whitening care of whitening bb cushion bright skin inside and out
620985653,wardah lightening two way cake spf 15,beauty_image/3ab82d11b560653a6a4365bbac85f98e.jpg,6.0,77.0,,6.0,4.0,en,2.0/dimensionless 15.0/dimensionless,way cake spf,
624479200,the balm highlite and contour make up wajah,beauty_image/88f54f830e17f0b540e098fef828a0e6.jpg,,127.0,,0.0,,en,unk,balm highlite,
625610637,new product bedak marina smooth glow uv 2 way cake kemas baru 10g,beauty_image/361d1c9f52a4a1ca5d088eeea6792216.jpg,1.0,280.0,,6.0,,en,2.0/dimensionless 10.0/gram,product bedak marina way cake,smooth glow uv two way cake m
625615202,promo catrice hd liquid coverage foundation 24h mattifying effect 30ml make up,beauty_image/68dee8986c480ab501176da1685683ef.jpg,,56.0,,2.0,,en,24.0/hour 30.0/cubic centimetre,promo catrice hd coverage foundation mattifying effect,03 sand beige 04 warm beige 3om 10ifier
628808088,terlaris wardah hydrating aloe vera gel 100ml,beauty_image/841ea47c5dc4525e0b9c93a102009877.jpg,2.0,77.0,,5.0,,id,100.0/cubic centimetre,terlaris wardah vera gel,
632006662,nyx two way cake bedak,beauty_image/c8f1793c9f80d5d613c396b2f9e18ff4.jpg,,157.0,,6.0,,so,2.0/dimensionless,unk,
632115059,ponds magic powder,beauty_image/fc5fe9fb0c6a068df74aee6bc5d0e68e.jpg,,29.0,9.0,6.0,,en,unk,unk,b ‘ e ‘ éégﬂe ﬁs e em
635919064,murah the face shop disney donald duck bb power perfection cushion mickey make up,beauty_image/91b62701d5805c5759e648a448b13618.jpg,1.0,284.0,11.0,7.0,,en,unk,face shop disney donald power perfection cushion mickey,
637019845,ponds bb magic powder,beauty_image/467d17e5c7fe7ad376117e726dba1de4.jpg,,29.0,,6.0,,en,unk,unk,pond s » i c l magic powder
643661942,etude house precious mineral bb cream moist beige,beauty_image/ef5139d0657dee135d410c6b8b55096c.jpg,6.0,73.0,11.0,8.0,,en,unk,etude house,
644098886,la tulipe acne loose powder,beauty_image/271f060cf5c0fe5cfce8ef17698f8e07.jpg,,349.0,,6.0,5.0,ro,unk,la tulipe acne,net we 0 88 az 250 lt320 la tulipe acne loose powder natural 0 acvetcose pow viz series fr aene proves a netw 0 o lt321 la tule acne loose ponder suntan ache loose poutf series for kene provet net wi 0 88 oz 250 lt3z2 la tulipe acne loose powder rachel acne toost powpe° ¥ beres for here provest \ 0 88 reine » t376 la tuipe acne loose powder rose mauve
645143229,cream baby pink glow,beauty_image/f7ec6130fb102c1b095c488e60debce9.jpg,1.0,,37.0,8.0,,en,unk,unk,
648676125,baru nivea men post shave balm as a primer,beauty_image/4c0a31532d3c9f32bdbf069e6ff945be.jpg,,379.0,,0.0,,en,unk,unk,nivea shave balm as primerz
655250501,laneige bb cushion pore case no.21,beauty_image/5d2462b5ac639076d0d898605c61517e.jpg,,375.0,,7.0,,it,unk,bb cushion,bb cushion pore control spf 50 par no 21 bb cushion natural beige pore control spf 50 pa » ae laneig no 21 natural beige
657936168,the body shop tea tree flawless bb cream light,beauty_image/d14a28fa27521fbd08bb91660161b6ef.jpg,3.0,87.0,17.0,8.0,,en,unk,body shop tea,© the body shop tea tree ruaness ou ae ceive ecerroncn mat ine ou raw mt arma nowe 40 mi 13 us fl 02
660006065,the history of whoo radiant white moisture cushion,beauty_image/c01af4737b8385ba9ddd432eb1462190.jpg,,,22.0,7.0,,en,unk,unk,
663545276,ponds bb magic powder,beauty_image/9dfb9536d11ee73506e34b2ef0b33640.jpg,,29.0,,6.0,,en,unk,unk,
668475098,ready laneige bb cushion 13 true beige case isi,beauty_image/1d173254a0d3179794e0f42db7d43fb1.jpg,,375.0,11.0,7.0,,en,13.0/dimensionless,laneige bb cushion,
669721276,the balm mary lou manizer,beauty_image/2f0544a9dbd2bf317a16f53d02d00c95.jpg,,127.0,,0.0,,en,unk,unk,
670307997,sale city color contour amp correct cream pallete,beauty_image/f385ec78faf9cc708788b1b5abf3d131.jpg,,190.0,,8.0,,en,unk,unk,correct cream palette
670813047,etude house shining powder cheek duo ready stok,beauty_image/7ee460c628d8f256f7172881e2787918.jpg,,73.0,9.0,6.0,,en,unk,etude house shining powder cheek duo,
672087094,mazaya white treatment cc powder,beauty_image/c7cfc538eb5638f431cf4131b73a53c8.jpg,3.0,,22.0,6.0,7.0,en,unk,unk,
672615481,the face shop disney tone up cushion,beauty_image/4633624c0db4fe87e7cfc5552f13ab20.jpg,,284.0,,7.0,,en,unk,face shop disney tone,beare » nenasce mee mov ave ann emlo aat e 9 5141 aa sesoumune swan seein noire a an
672615566,laneige bb cushion whitening spf 50 pa shade 23,beauty_image/211aa133060816acbdf721df84f9e51d.jpg,6.0,375.0,,7.0,,en,50.0/pascal 23.0/dimensionless,bb cushion,
678361782,wardah two way cake light feel,beauty_image/e28202b2119b1746f2c0ef9e222c67b5.jpg,3.0,77.0,,,,en,2.0/dimensionless,unk,
682761518,new max factor facefinity all day primer spf 20 base make up foundation termurah,beauty_image/22f0cd77663cfa5a2c92a7cc54827c39.jpg,6.0,,9.0,6.0,6.0,en,20.0/dimensionless,max factor facefinity,
683432875,cream dr biru day night,beauty_image/ac83c8f9b5f44a5f1a27c665f9553d11.jpg,,,15.0,8.0,,cy,unk,unk,
684330875,primary skin hydrating booster,beauty_image/9f9d6b10a28157f0d82da8b88cda0f16.jpg,2.0,,,,,af,unk,unk,
686985259,clinique repairwear uplifting firming cream kode u5xq,beauty_image/c32753b0d60ce4aef50d19368bb93f84.jpg,1.0,307.0,,8.0,7.0,en,unk,unk,
688325656,terpilih cream been pink beauty series baby sucofindo bpom,beauty_image/2a64d820a410b203ca291b5f11c9bf74.jpg,6.0,,37.0,8.0,,en,unk,terpilih cream,
688943383,mac oil control lotion,beauty_image/3aa20d7502fc17c5050dbb17ac2113ac.jpg,5.0,,,,,it,unk,unk,oil control lotion lotion matiiante am rousn of c
689422295,baked powder by ertos,beauty_image/4746156749de66d86fe9b633da9bfac4.jpg,,30.0,,6.0,,no,unk,baked powder,
690253587,murah the face shop disney collaboration cc cushion new,beauty_image/8cf44560d3eb41c824161a4089e062d7.jpg,,284.0,11.0,7.0,,en,unk,face shop disney collaboration cc cushion,
698336399,air cushion natural,beauty_image/c441eadb595b4ad7b994d5f432a7df2b.jpg,1.0,,,7.0,7.0,en,unk,air cushion,
699315979,laneige bb cushion whitening,beauty_image/df6342b6ba58a315852267fcdaf0924d.jpg,,375.0,9.0,7.0,,en,unk,bb cushion,laneige
704198415,dijamin termurah moist cushion ms glow msglow,beauty_image/7f23896318446c8beee7c4878ce33e2f.jpg,,67.0,,7.0,,en,unk,unk,
705773622,laneige satin finish loose powder no 01 pure natural,beauty_image/e3a68f385a2848b6dcf5988fdcebfd99.jpg,1.0,375.0,,6.0,,en,1.0/dimensionless,laneige satin,
708914943,bedak ponds magic powder,beauty_image/41cc6e37e07afb4b554dfe93cfeb0701.jpg,1.0,29.0,,6.0,,nl,unk,unk,
709421303,bedak padat theraskin kl kn,beauty_image/9ff3cdfd861d13acc0db8d96dde1704d.jpg,,26.0,,6.0,,id,unk,unk,
711856608,best quality elf prime stay finishing powder fair light 23211 with packaging hn5684,beauty_image/d041c32276e1dd4b871ebfe2c0f3b193.jpg,3.0,,,6.0,,en,23211.0/dimensionless,stay finishing powder fair,
714112535,ponds bb magic loose powder,beauty_image/602dd40828ce500f5a225575c7b7219d.jpg,,29.0,,6.0,,en,unk,unk,
716266827,blush powder mac 3 color,beauty_image/c3899b2729826ff5e0808cfdd06d9acf.jpg,,,31.0,6.0,,en,3.0/dimensionless,blush powder,
718703909,theraskin compact powder kn,beauty_image/b1a16b213b44669eea37db89c6cda0c0.jpg,1.0,26.0,,6.0,,en,unk,unk,
721035094,bedak bourjois paris 2 in 1 seri,beauty_image/dcd074d15967a6964b496fb5e8a4be49.jpg,,94.0,,6.0,,id,2.0/dimensionless 1.0/dimensionless,bedak bourjois,
725334864,giordani mineral foundation spf 15,beauty_image/c9af97ae4515d6660bd8da804a3824bd.jpg,6.0,,,,4.0,it,15.0/dimensionless,unk,iordani coun
726204596,marina compact powder spf 20 pa,beauty_image/9783a92810228527b47852bd619ce292.jpg,6.0,280.0,12.0,6.0,,en,20.0/pascal,powder spf,a
729810547,the balm hot mama,beauty_image/65926eb3224061a244d39534d040ee52.jpg,,127.0,12.0,0.0,,en,unk,unk,
735088808,harga murah terjamin rimmel london natural bronzer,beauty_image/c0be47a6d7c1884c49ae459312f197f3.jpg,1.0,246.0,,,,id,unk,harga murah terjamin rimmel,s onzan
735287609,bedak ms glow,beauty_image/ec67f5c1731c50dc31e3ba8922ac5d7d.jpg,1.0,67.0,27.0,6.0,,af,unk,unk,f perfect glow 1 anti sebum perfect glow anti sebum loose powder e loose powder pad f whs dow ge natural anti sebum transparant
738144806,dijamin elf complete coverage concealer light barang,beauty_image/114ebefdcce67d41aafe8b1376947462.jpg,3.0,,,6.0,5.0,en,unk,unk,
739679992,ponds bb magic powder,beauty_image/d974bd0830fabb2062eb73129ca35cd2.jpg,,29.0,,6.0,,en,unk,unk,
743348142,unik secret key starting treatment cream 50gr 100 original murah,beauty_image/57fc58028fe6a52c5e153b70fc77941a.jpg,,337.0,,8.0,,en,50.0/dimensionless 100.0/dimensionless,key starting treatment cream,step 1 nga net regs step 2 zil excl a¥e cepa ab a 3 ¢ m ¢ m wast m wast wast ore mmm u ore mmm mm mmemm aioe 1 008 a4 7 azilo oft eho alstziol afe 2 evicion meepi das cil a 8 selec weist
746138980,fair n pink cc cream,beauty_image/e6635f269118b9f8d7b598b7e0d64c31.jpg,,158.0,37.0,8.0,,ro,unk,unk,t ptr shop
749401674,cushion miracle finish the faceshop natural beige v203,beauty_image/fde1e6eedd97aa0a6ad5afdf0c8432f3.jpg,1.0,,11.0,7.0,,en,unk,cushion miracle,
751866212,produk terlaris etude big cover concealer bb spf 50,beauty_image/62fd4eb5d4251d472b203817f7be6dc2.jpg,6.0,73.0,,,,en,50.0/dimensionless,produk terlaris cover concealer,color system s light skin tone pink skin tone natural skin tone 17 21 23
752875640,promo murah bourjois gel foundation share,beauty_image/0e671c7d5ec6367ef65cc6303d808472.jpg,,94.0,,5.0,,en,unk,unk,
756585643,caring colours by biokos no more shine bb cream spf 35 pa 30gr,beauty_image/973a3e59ff02a83e8ec6bdd0649eda16.jpg,6.0,,,8.0,6.0,en,35.0/pascal 30.0/dimensionless,caring colours bb cream,
756797020,balm color tint etude house original,beauty_image/c215e6cfa7fd52011c56b34d16f1deed.jpg,,73.0,,0.0,,en,unk,balm color tint etude house,gemin produk dj shipp i « best « anl
759800360,etude house zero sebum drying powder,beauty_image/610ed4587f2b9f835da8b8425693f677.jpg,,73.0,,6.0,,nl,0.0/dimensionless,etude house,etude wouse
761426199,preloved wet n wild coverall cream foundation,beauty_image/a5cd255d59304dcb7e40d60c2193931a.jpg,3.0,5.0,,8.0,,en,unk,unk,wet a wild
766704119,maybelline clear smooth all in one oil control two way cake,beauty_image/0c493bc333671c8a1ef2963b8a1db16f.jpg,5.0,282.0,24.0,6.0,,en,2.0/dimensionless,oil control,2x ighte feo bx the of contrl look shine iee and flawless for 12 hourst chearsnooth aul in one newron m a y b e l l ne
767699816,cream hn original,beauty_image/0cc5b1e192fda05dab47239703db846f.jpg,,207.0,,8.0,,en,unk,cream hn,
772780027,bourjois compact powder,beauty_image/11fc8efcff3c577c979c9432b3efd39d.jpg,,94.0,,6.0,,en,unk,unk,jual tidak untuk di coba silk edition rotiorz comractz couract rower bourjois raris a re
775043755,ms glow acne series,beauty_image/48a6ad902e76a44bb78bd7e3484715b0.jpg,,67.0,22.0,8.0,5.0,en,unk,unk,khuss youg meni kait dan cendering bejeravat mempu imengurong pertumbban jerowat don minyal bevllih pada eich f v¢nﬁu ‘ h7ml hy a msglowbeauty
777508941,bioaqua excuisite delicated bb cushion original,beauty_image/e0f6eb88f622add65c928ec1a1a24451.jpg,,199.0,,7.0,,it,unk,unk,bioaqua 0518 r bioaoua exgui
780514624,bioaqua bb gold chusion refil,beauty_image/ae6440320b50e94f5ce5b290c110cb90.jpg,5.0,199.0,,7.0,1.0,en,unk,unk,bic aoua bb
782279320,promo japan import kose cosmeport suncut aqualy uv protect gel spf 50 100g,beauty_image/b6bfd88923fded915605b221dd7d834f.jpg,6.0,,22.0,5.0,0.0,ca,50.0/gram,promo japan import suncut aqualy protect gel,uv enorecr oe sw50 moe
783914104,terbaru oxyglow snow cushion natural glow terjamin,beauty_image/d0cb43cb49967c86fc50a2497b6188b9.jpg,1.0,,,7.0,,en,unk,terbaru oxyglow snow cushion,oxyglow now « cushion dasar ai wana rye memjatu natural dg huit formula i bia mencerahkan kultmu ihan tatan tima haw aeyang bss mencegnh etomnt dan al agine jan beant unti menagal din srom eothion o8 ylon in secare eka mens wl nods dan memeltara kult anda menjad lebih cerah selin tw uga mengurangi hera mengeckan ant ject ap spf 50 pave davall control melding io paparan sinar matahar uva uvb da tahan ir memunghinkan kim bertahan lebih lama www klinikoxyslow com
786237935,laneige bb cushion whitening spf 50 pa with refill,beauty_image/799bd04a5425e73775c8b8a646a709b2.jpg,6.0,375.0,,7.0,,en,50.0/pascal,bb cushion,
790153748,produk terbaik sisir blow ladystar pink elektrik murah,beauty_image/53712c183708a8c74ac6341607b7fdf1.jpg,,163.0,37.0,,,id,unk,produk terbaik,
790611148,cc cream etude hous,beauty_image/f9612de47d473c511ced9b6c4bf686d7.jpg,,73.0,,8.0,,fr,unk,cc cream,
793666690,catrice all matt plus shine control powder,beauty_image/5b49b0f20bb6593d15ab178be3a92d19.jpg,4.0,56.0,,6.0,,it,unk,unk,025 sand beige
793750201,garansi it cosmetics your skin but better cc cream with spf 50 terbaru,beauty_image/ba12f0595482ef29d88fcb835490ea17.jpg,6.0,,,8.0,7.0,en,50.0/dimensionless,cc cream,
794651431,ee powder fair n pink whitening bpom,beauty_image/271123451a92dc70df214d8fb2cf8715.jpg,,158.0,37.0,6.0,,en,unk,powder fair,fair n pink o whitening powder with sunscreen \le
798359630,nyx color correcting powder,beauty_image/1562f6a4fdd8e9274a1d2773807df710.jpg,1.0,157.0,,6.0,,en,unk,unk,« ummm
802507643,loose powder natural,beauty_image/d264b3d0c5167436f4cbc59c1682011d.jpg,1.0,,42.0,6.0,4.0,es,unk,unk,nsbeauty bow 00 ge powder natural
804705665,revlon natural finish powdery foundation 15g,beauty_image/e60595891c905a9d15e92841fc2044ce.jpg,1.0,47.0,,6.0,0.0,en,15.0/gram,powdery foundation,
812814500,maybelline white superfresh,beauty_image/bf93fa3d45adcb5271d3c343e40daafe.jpg,,282.0,22.0,,,en,unk,unk,
815753300,best price april skin magic snow cushion black 2.0,beauty_image/907233471bede1794d9dc0e48be74ccc.jpg,,,17.0,7.0,,en,2.0/dimensionless,price april skin magic,
816495754,sachet sulwhasoo snowise brightening cream,beauty_image/aa7bd81a9910dc8a60371524de5dc958.jpg,,317.0,24.0,8.0,,en,unk,unk,
816667334,sulwhasoo perfecting cushion brightening fullset,beauty_image/22e9f95a9b11a36d10722e6220909a64.jpg,3.0,317.0,,7.0,,en,unk,unk,sulwhasoq t j l a a sulwhasoo sulwhasoo i 4 \ perfecting ill xhion f i ‘ ﬁ
821138671,theraskin breast massage cream,beauty_image/7fe1de92d76fdc5c7dbe7d8412bc893c.jpg,,26.0,,8.0,,en,unk,unk,
822993574,wardah exclisive liquid faundation,beauty_image/7c1c9bac9fb279a9663164513cdfc525.jpg,3.0,77.0,,2.0,,en,unk,unk,wardah inspiring beauty ght bei pink sandy beige natural coffee beige exclusive liquid foundation
824947764,maybelline bedak 5in1,beauty_image/6ccb4162a05f516f5c0c230cee81e1ed.jpg,,282.0,,6.0,,tr,5.0/inch,maybelline bedak,ware t t bast ugo
825122244,2pcs beauty blender spons lembut warna acak untuk foundation,beauty_image/137a68b6e87309a10aeca27a0140f8e0.jpg,,172.0,9.0,6.0,,en,2.0/dimensionless,beauty blender spons,
825521553,highlighter ranee cosmetic shade natural preloved 90 exp 2019,beauty_image/1dfbea7754e5b918a8a06ae0b66d3d15.jpg,1.0,,,,,en,90.0/dimensionless 2019.0/dimensionless,highlighter ranee,
827369046,sparkling face powder high cover spf 23 pa clearlast bcl,beauty_image/fea971213d4dc03535cf1989b35e6de3.jpg,6.0,,,6.0,,en,23.0/pascal,sparkling face powder,fee ﬂ has 21008 p 1 clearlast \ race rowoek mrt o 89950
831312194,hot cream bd baby pink segel platinum bandung ori,beauty_image/e1db798f061f48e416e6dafd300f7268.jpg,,,37.0,8.0,,en,unk,unk,
832633089,sale theraskin liquid foundation higrade kl,beauty_image/7afb9a4854205f74f5f21c29f4d37fa3.jpg,,26.0,,2.0,,en,unk,unk,
845113026,wardah luminous liquid foundation,beauty_image/278ba3fc5c716aeb7eb717b0ed5d5fbc.jpg,,77.0,,2.0,,en,unk,unk,
845258849,best seller urban decay de slick oil control makeup setting spray 30ml,beauty_image/85dbcb6192da33f6ed22067381826075.jpg,5.0,,9.0,,,en,30.0/cubic centimetre,oil control makeup setting spray,t ealick nakeup setting spray contro cure comme corre giousn «
849563578,preloved wardah everyday luminous face powder,beauty_image/b11c96ab685843191df585eb8f027842.jpg,1.0,77.0,,6.0,,en,unk,unk,
850428820,preloved wardah liquid foundation,beauty_image/ee7ce3596b313f44d2c944df7aa98b41.jpg,1.0,77.0,,2.0,,en,unk,unk,
854646324,laneige snow bb cream spf 36pa 40ml,beauty_image/ab98858caf97fd1979bb98dfa43b87a1.jpg,6.0,375.0,,8.0,,en,36.0/pascal 40.0/cubic centimetre,laneige snow bb cream spf,
859291503,pigeon two way cake,beauty_image/7dffb75ccb5f7390b80037c20fde78e7.jpg,,261.0,,6.0,,en,2.0/dimensionless,unk,wigeon teens two way cake
859664764,special wardah everyday luminous face powder termurah,beauty_image/12f709b2147aaa2889ddf30a105ab3f5.jpg,,77.0,9.0,6.0,,en,unk,unk,
861797399,promo termurah tancho treatment hair dye liquid black 40 ml besar hanya bulan ini,beauty_image/d92b13e76aa27880ff0cf296292cf5d9.jpg,4.0,,17.0,2.0,,id,40.0/cubic centimetre,promo termurah tancho treatment hair,
864370728,oriflame the one loose powder,beauty_image/cf8ac7488501099d3eaaeed38b0d265c.jpg,,220.0,9.0,6.0,,en,unk,unk,the one the one loose powder
864634008,innisfree no sebum mineral powder bedak tabur wajah jual murah,beauty_image/1583c002c439c04473777fa62d7c7bb3.jpg,,205.0,,6.0,,id,unk,mineral powder bedak tabur,
864924039,it cosmetics your skin but better cc cream with spf 50 32ml 1.08 fl oz,beauty_image/d0c6f6242c22a7a109c475f14493c438.jpg,6.0,,,8.0,7.0,en,50.0/dimensionless 32.0/cubic centimetre 1.08/fluid ounce,cc cream,
866893325,harga promo wet n wild photofocus foundation wnw photo focus liquid murah,beauty_image/39f881ae13cb85f22b44456b803ee574.jpg,3.0,5.0,,2.0,7.0,en,unk,harga promo photofocus foundation,
867125019,promo glansie luxury acne series original bpom resmi,beauty_image/2d6832ab21867de9e6a387af720ecc09.jpg,,296.0,9.0,8.0,5.0,fr,unk,unk,mid glansie mengempeskan jerawort mengeringkan jerawat mengurangi kadar minyak pade wajah memudarkan betas jerawat
869855464,tren catrice nude illusion loose powder transparent matt,beauty_image/6007d347dbe5070fec6bd98f2f91dccf.jpg,,56.0,32.0,6.0,,fr,unk,unk,w we p \ » please remove m7 a us w
870037980,inez compact powder,beauty_image/7f76b5693a45b8d08f67a05d2590d362.jpg,,109.0,,6.0,,ro,unk,unk,terdi 4 pithan wama 01 natwal glow 04 doep peach 08 hoyy gow 10 baige gow
871715461,bedak mbk silver menghilangkan bau per sachet,beauty_image/82e6496fd1f17bcc9ce600ce8b203766.jpg,,,10.0,6.0,,id,unk,bedak mbk silver menghilangkan bau,
874435574,pemutih wajah cofc collaskin facial cleanser ori nasa menghilangkan flek kulit berminyak,beauty_image/6101f8f72c124e06cc1d80c61cb0c22c.jpg,,399.0,,,6.0,id,unk,pemutih wajah cofc cleanser ori,fite facial cleaner
874628718,bb ponds magic powder,beauty_image/bed3dc23a7998cb708b29e2add4a5ead.jpg,,29.0,,6.0,,en,unk,unk,
875706738,promo etude house precious mineral moist bb cream 45gr spf 50,beauty_image/7a8aa6c4b2d7017d648c45e25f6645d4.jpg,6.0,73.0,,8.0,,en,45.0/dimensionless 50.0/dimensionless,etude house moist bb cream,opt welz 27bdm ajgro® wer aw worl as s ys
876102788,ultima ii delicate creme makeup peach,beauty_image/9dff1013788fc092749953f9efe39a01.jpg,4.0,125.0,12.0,6.0,,ro,unk,unk,
878655823,hot item the face shop miracle finish cc cooling cushion spf42 pa promo,beauty_image/88a2cfe60656a67017ddb584397ab28f.jpg,,284.0,11.0,7.0,,en,unk,face shop miracle,
879069596,paket v natural day n night cream sabun hand body,beauty_image/7fc89ca485d1fba338ae7070c4f9a59f.jpg,1.0,,,8.0,,en,unk,unk,
880769905,best price skinfood peach cotton pore pact 9gr,beauty_image/4280925f6fdcf9c1fa1529aa1e0520f7.jpg,,247.0,12.0,6.0,,en,9.0/dimensionless,price skinfood peach cotton,
880869611,immortal acne cream,beauty_image/329353fa34750da5e2084566674b0712.jpg,,26.0,,8.0,5.0,it,unk,unk,
881277287,m u r a h spon bedak tabur pink,beauty_image/7b4527d95a73c14808879e6b2cecde61.jpg,,,37.0,6.0,,id,1.0/hour,unk,
881615721,m u r a h maybelline face studio v duo stick,beauty_image/fd6faa1d0af84df662d6a68e8e39ca74.jpg,,282.0,9.0,1.0,,it,1.0/hour,unk,
881650719,m u r a h sulwhasoo single perfecting cushion brightening spf50 pa no refill,beauty_image/c9364f3b5a1ace0e28330da2e40f3fcf.jpg,,317.0,,7.0,,en,1.0/hour,h sulwhasoo perfecting cushion,« re for in ror customen who for customers forcustomens for customers who want to resuce for customers who wantto whowantto want tomaintain o look vivant by maintaintner rme mermoderatey wcm war dos adaing a pink skin tone but 4 bright sin and pink colour to thet moderately bright stin ook heattny tone to hote one to thot an coim corect ts redish
887623772,wet n wild hello halo megaglo liquid highlighter,beauty_image/7b07615a9f01135602d7ac45383ec812.jpg,2.0,5.0,,2.0,,en,unk,unk,
888272337,cream klt black new,beauty_image/2f469352dc1208e21ece869023c270e3.jpg,,,17.0,8.0,5.0,en,unk,unk,
888562506,bedak tabur mbk silver,beauty_image/05899c5b3634f3cb674d412d8e35d51b.jpg,,,10.0,6.0,,id,unk,unk,nay nmont aro mow ean neeson 2 e
891948759,bedak revlon refill,beauty_image/e8b1d87370c82e5e4da44eace4bf6939.jpg,1.0,47.0,,6.0,,da,unk,unk,
892169768,bedak padat theraskin compact powder,beauty_image/017cb4040759c2236283d2e6874fc9fa.jpg,1.0,26.0,,6.0,,en,unk,unk,q i a f ‘ 2 § in thegskin
892674581,promo acne glansie paket cream beauty care dr.fajar original,beauty_image/04f214a41ff38cd94f1a24d0ee9bd83d.jpg,,296.0,,8.0,5.0,en,unk,promo acne glansie paket cream beauty care,paket glansie acne original
892772263,promo viva acne lotion 30 ml segera di order,beauty_image/6fd36ea301ad80b7f038432545331695.jpg,,43.0,,,5.0,it,30.0/cubic centimetre,unk,ub aone loriew kesox panuto werre so n
894784446,wardah everyday bb cream 15ml,beauty_image/b79ae15a03c543a517b1d9b6cb2d98f9.jpg,,77.0,9.0,8.0,3.0,en,15.0/cubic centimetre,bb cream,gveryda everyday au rien cream water break technology aicontel water break technology altcontal ser 30
